,Tweets Ago,Media,Tweet,Date,Compound,Positive,Negative,Neutral
388,89,FoxNews,".@chuckschumer: ""We have yet to reach an agreement on a path forward that would be acceptable for both sides."" https://t.co/yGHqfmMMUi",Mon Jan 22 02:33:36 +0000 2018,0.6808,0.292,0.708,0.0
389,90,FoxNews,".@SenateMajLdr: ""Let’s stop victimizing the American people and get back to work on their behalf."" https://t.co/oXFwvT7q4r",Mon Jan 22 02:26:36 +0000 2018,-0.7003,0.0,0.707,0.293
390,91,FoxNews,".@AnnCoulter: ""If [@POTUS] doesn't build the wall and deport illegals, this country is over."" https://t.co/zjLYytUJz0",Mon Jan 22 02:24:12 +0000 2018,0.0,0.0,1.0,0.0
391,92,FoxNews,".@SenateMajLdr: ""Should these issues not be resolved by the time the funding bill before us expires on February 8,… https://t.co/8PpscmhCbC",Mon Jan 22 02:20:44 +0000 2018,-0.1326,0.0,0.926,0.074
392,93,FoxNews,"Moments ago, @SenateMajLdr spoke on the Senate floor about the #shutdown. https://t.co/uHKeyHYRqZ",Mon Jan 22 02:20:42 +0000 2018,0.0,0.0,1.0,0.0
393,94,FoxNews,".@SenateMajLdr: ""It would be my intention to resolve these issues as quickly as possible so that we can move on to… https://t.co/tOZMJLXVrl",Mon Jan 22 02:18:35 +0000 2018,0.3818,0.11,0.89,0.0
394,95,FoxNews,.@SenateMajLdr speaks on Senate floor about government shutdown https://t.co/AzQ4vujaIe,Mon Jan 22 02:17:17 +0000 2018,0.0,0.0,1.0,0.0
395,96,FoxNews,".@TomiLahren: ""We've got the Democrats - @chuckschumer included - who are putting illegal immigrants over the milit… https://t.co/CkYNFn9BDM",Mon Jan 22 02:14:15 +0000 2018,-0.5574,0.0,0.806,0.194
396,97,FoxNews,"Democratic strategist @mdtobman: [@chuckschumer] is a very savvy dealmaker."" https://t.co/UKTnHkZLVE https://t.co/V0UTseUZnO",Mon Jan 22 02:13:52 +0000 2018,0.0,0.0,1.0,0.0
397,98,FoxNews,".@RepDeSantis: ""The reason why we end up in these positions all the time is because the system has broken down.""… https://t.co/Ko9MdPxspP",Mon Jan 22 02:10:14 +0000 2018,-0.4767,0.0,0.866,0.134
398,99,FoxNews,".@SteveHiltonx: ""It's perfectly obvious that this shutdown is engineered by @TheDemocrats in order to pander to the… https://t.co/ySqVpzIxS4",Mon Jan 22 02:07:38 +0000 2018,0.6369,0.198,0.802,0.0
399,100,FoxNews,".@RepDeSantis: ""Congress isn't doing what the American taxpayer should expect it to do."" https://t.co/Z9ee7Gm0kN… https://t.co/RfJoIe3atM",Mon Jan 22 02:07:35 +0000 2018,0.0,0.0,1.0,0.0
400,1,nytimes,South Korean protesters used a blowtorch to burn a large photo of Kim Jong-un during a North Korean delegation's vi… https://t.co/y6laXXbLJJ,Mon Jan 22 09:46:03 +0000 2018,-0.2263,0.0,0.899,0.101
401,2,nytimes,"In a few decades, Qatar has been transformed from a barren backwater to the world’s wealthiest nation. For its emir… https://t.co/oHb4oNdwvW",Mon Jan 22 09:30:14 +0000 2018,0.4939,0.151,0.849,0.0
402,3,nytimes,The Philippines’ most active volcano was in a stage of “intense unrest” that could set off a hazardous eruption at… https://t.co/d6x691f7AF,Mon Jan 22 09:15:08 +0000 2018,0.4576,0.143,0.857,0.0
403,4,nytimes,"Exposed on social media, and with threats against her piling up, a 38-year-old law student has become one of the mo… https://t.co/08UC9tZnqV",Mon Jan 22 08:59:10 +0000 2018,-0.4767,0.0,0.823,0.177
404,5,nytimes,Bitter debates over terrorism and tolerance have primed a faction of Americans to express their identity in part th… https://t.co/rvdi4TFAkp,Mon Jan 22 08:45:08 +0000 2018,-0.7351,0.086,0.625,0.289
405,6,nytimes,RT @nytimesworld: A father outside an Afghan hotel under attack: “From midnight until now I’ve been waiting here. I just want to hug him an…,Mon Jan 22 08:30:07 +0000 2018,0.0772,0.16,0.727,0.113
406,7,nytimes,Pope Francis leaves Peru without addressing the elephant in the room https://t.co/BolbX3cAFn,Mon Jan 22 08:15:06 +0000 2018,0.0,0.0,1.0,0.0
407,8,nytimes,Creating a new Bitcoin requires electricity. A lot of it. https://t.co/PKlvAEn9WA,Mon Jan 22 07:59:05 +0000 2018,0.296,0.216,0.784,0.0
408,9,nytimes,Voices from the Women’s Marches https://t.co/C0uykTKmSx,Mon Jan 22 07:45:09 +0000 2018,0.0,0.0,1.0,0.0
409,10,nytimes,Here are the senators trying to find a bipartisan solution to the government shutdown https://t.co/738ZjU9SjZ,Mon Jan 22 07:30:02 +0000 2018,0.3182,0.15,0.85,0.0
410,11,nytimes,"“It was so inspiring,” a demonstrator said. “I literally cried. The solidarity — of not being alone.” https://t.co/d6Mj3ofWVZ",Mon Jan 22 07:15:08 +0000 2018,-0.1027,0.117,0.745,0.138
411,12,nytimes,"RT @ianrausten: After 126 years, Peterborough, Ontario will lose the factory complex that once made it the ""Electric City"". Some blame it a…",Mon Jan 22 06:59:02 +0000 2018,-0.6249,0.0,0.805,0.195
412,13,nytimes,"Venezuela's most-wanted rebel was killed in a shootout. Just hours before his death, he spoke with us about his lif… https://t.co/TFOJhxTjHh",Mon Jan 22 06:45:21 +0000 2018,-0.875,0.0,0.63,0.37
413,14,nytimes,"Scientists in Washington State are watching a disaster unfold in slow motion, and they are powerless to stop it https://t.co/i7qGTSCQxH",Mon Jan 22 06:28:14 +0000 2018,-0.8591,0.0,0.627,0.373
414,15,nytimes,She was greeted with a media frenzy that South Korea usually reserves for one of its own K-pop stars https://t.co/9eSF4Py3Qo,Mon Jan 22 06:12:05 +0000 2018,-0.0516,0.098,0.794,0.107
415,16,nytimes,"James Franco, who did attend, and Aziz Ansari, who didn’t, lost in their categories on a night when women’s empower… https://t.co/AFMrVi0uNR",Mon Jan 22 05:54:03 +0000 2018,-0.3182,0.0,0.892,0.108
416,17,nytimes,One thing was clear to both sides of the negotiations to end the U.S. government shutdown: President Trump was eith… https://t.co/xuotdTyZWb,Mon Jan 22 05:37:29 +0000 2018,0.3818,0.115,0.885,0.0
417,18,nytimes,"1 son, 4 overdoses, 6 hours.
For drug users and their loved ones, the worry never ends. https://t.co/PC6wprtdvy",Mon Jan 22 05:37:27 +0000 2018,0.25,0.197,0.657,0.146
418,19,nytimes,"Drag is a job with long hours and scant immediate return. There's no union, there's no health care, but there are c… https://t.co/RpWtYfMOpy",Mon Jan 22 05:19:53 +0000 2018,-0.1406,0.085,0.727,0.188
419,20,nytimes,The torrent of people who have died in the opioid crisis has transfixed and horrified the U.S. But most drug users… https://t.co/Idy2WEsXhf,Mon Jan 22 05:02:02 +0000 2018,-0.9042,0.0,0.629,0.371
420,21,nytimes,South Korean protesters used a blowtorch to burn a large photo of Kim Jong-un during a North Korean delegation's vi… https://t.co/y6laXXbLJJ,Mon Jan 22 09:46:03 +0000 2018,-0.2263,0.0,0.899,0.101
421,22,nytimes,"In a few decades, Qatar has been transformed from a barren backwater to the world’s wealthiest nation. For its emir… https://t.co/oHb4oNdwvW",Mon Jan 22 09:30:14 +0000 2018,0.4939,0.151,0.849,0.0
422,23,nytimes,The Philippines’ most active volcano was in a stage of “intense unrest” that could set off a hazardous eruption at… https://t.co/d6x691f7AF,Mon Jan 22 09:15:08 +0000 2018,0.4576,0.143,0.857,0.0
423,24,nytimes,"Exposed on social media, and with threats against her piling up, a 38-year-old law student has become one of the mo… https://t.co/08UC9tZnqV",Mon Jan 22 08:59:10 +0000 2018,-0.4767,0.0,0.823,0.177
424,25,nytimes,Bitter debates over terrorism and tolerance have primed a faction of Americans to express their identity in part th… https://t.co/rvdi4TFAkp,Mon Jan 22 08:45:08 +0000 2018,-0.7351,0.086,0.625,0.289
425,26,nytimes,RT @nytimesworld: A father outside an Afghan hotel under attack: “From midnight until now I’ve been waiting here. I just want to hug him an…,Mon Jan 22 08:30:07 +0000 2018,0.0772,0.16,0.727,0.113
426,27,nytimes,Pope Francis leaves Peru without addressing the elephant in the room https://t.co/BolbX3cAFn,Mon Jan 22 08:15:06 +0000 2018,0.0,0.0,1.0,0.0
427,28,nytimes,Creating a new Bitcoin requires electricity. A lot of it. https://t.co/PKlvAEn9WA,Mon Jan 22 07:59:05 +0000 2018,0.296,0.216,0.784,0.0
428,29,nytimes,Voices from the Women’s Marches https://t.co/C0uykTKmSx,Mon Jan 22 07:45:09 +0000 2018,0.0,0.0,1.0,0.0
429,30,nytimes,Here are the senators trying to find a bipartisan solution to the government shutdown https://t.co/738ZjU9SjZ,Mon Jan 22 07:30:02 +0000 2018,0.3182,0.15,0.85,0.0
430,31,nytimes,"“It was so inspiring,” a demonstrator said. “I literally cried. The solidarity — of not being alone.” https://t.co/d6Mj3ofWVZ",Mon Jan 22 07:15:08 +0000 2018,-0.1027,0.117,0.745,0.138
431,32,nytimes,"RT @ianrausten: After 126 years, Peterborough, Ontario will lose the factory complex that once made it the ""Electric City"". Some blame it a…",Mon Jan 22 06:59:02 +0000 2018,-0.6249,0.0,0.805,0.195
432,33,nytimes,"Venezuela's most-wanted rebel was killed in a shootout. Just hours before his death, he spoke with us about his lif… https://t.co/TFOJhxTjHh",Mon Jan 22 06:45:21 +0000 2018,-0.875,0.0,0.63,0.37
433,34,nytimes,"Scientists in Washington State are watching a disaster unfold in slow motion, and they are powerless to stop it https://t.co/i7qGTSCQxH",Mon Jan 22 06:28:14 +0000 2018,-0.8591,0.0,0.627,0.373
434,35,nytimes,She was greeted with a media frenzy that South Korea usually reserves for one of its own K-pop stars https://t.co/9eSF4Py3Qo,Mon Jan 22 06:12:05 +0000 2018,-0.0516,0.098,0.794,0.107
435,36,nytimes,"James Franco, who did attend, and Aziz Ansari, who didn’t, lost in their categories on a night when women’s empower… https://t.co/AFMrVi0uNR",Mon Jan 22 05:54:03 +0000 2018,-0.3182,0.0,0.892,0.108
436,37,nytimes,One thing was clear to both sides of the negotiations to end the U.S. government shutdown: President Trump was eith… https://t.co/xuotdTyZWb,Mon Jan 22 05:37:29 +0000 2018,0.3818,0.115,0.885,0.0
437,38,nytimes,"1 son, 4 overdoses, 6 hours.
For drug users and their loved ones, the worry never ends. https://t.co/PC6wprtdvy",Mon Jan 22 05:37:27 +0000 2018,0.25,0.197,0.657,0.146
438,39,nytimes,"Drag is a job with long hours and scant immediate return. There's no union, there's no health care, but there are c… https://t.co/RpWtYfMOpy",Mon Jan 22 05:19:53 +0000 2018,-0.1406,0.085,0.727,0.188
439,40,nytimes,The torrent of people who have died in the opioid crisis has transfixed and horrified the U.S. But most drug users… https://t.co/Idy2WEsXhf,Mon Jan 22 05:02:02 +0000 2018,-0.9042,0.0,0.629,0.371
440,41,nytimes,"On Pro Football: Eagles March Past Vikings to Super Bowl, Just as They Predicted https://t.co/MwGYfC9Ixw",Mon Jan 22 04:50:07 +0000 2018,0.5994,0.218,0.782,0.0
441,42,nytimes,"Women's Marches across the world, in photos and voices of protest https://t.co/L0pzTwRNPA https://t.co/k9eP8MWkdA",Mon Jan 22 04:40:12 +0000 2018,-0.25,0.0,0.857,0.143
442,43,nytimes,"Are Felons Fit to Be Lawyers? Increasingly, the Answer Is Yes https://t.co/Z77V3YYl40",Mon Jan 22 04:24:37 +0000 2018,0.6369,0.342,0.658,0.0
443,44,nytimes,"When Amazon introduced its first e-reader, publishers panicked that digital books would take over the industry. But… https://t.co/JBsXWNXdKE",Mon Jan 22 04:22:56 +0000 2018,-0.3182,0.082,0.773,0.145
444,45,nytimes,"A campaign urges Americans to document their end-of-life wishes, specifically to plan for medical care in the event… https://t.co/radZXaOdpx",Mon Jan 22 04:04:48 +0000 2018,0.5859,0.231,0.769,0.0
445,46,nytimes,“We’ve known for a long time that breast-feeding has major benefits for child health. The specific benefits for wom… https://t.co/iAgkQWCrPz,Mon Jan 22 03:46:43 +0000 2018,0.6369,0.234,0.766,0.0
446,47,nytimes,Here Are the Senators Trying to Find a Bipartisan Solution to the Government Shutdown https://t.co/KeBxlOvqYp,Mon Jan 22 03:29:00 +0000 2018,0.3182,0.15,0.85,0.0
447,48,nytimes,Formidable tail weaponry is nearly absent in living animals. Scientists have an explanation for what happened to th… https://t.co/oaAknl2Wy0,Mon Jan 22 03:18:47 +0000 2018,-0.2263,0.0,0.905,0.095
448,49,nytimes,"""The lore that the big earthquakes happen during the full moon — there's no support for that in the catalog"" https://t.co/WxzJIn2K4m",Mon Jan 22 03:01:04 +0000 2018,0.128,0.118,0.786,0.096
449,50,nytimes,Breaking News: The government shutdown will continue into Monday. Senators inched toward a compromise on Sunday but… https://t.co/wIdK8pLU6p,Mon Jan 22 02:45:05 +0000 2018,0.0,0.0,1.0,0.0
450,51,nytimes,"The Eagles have reached the Super Bowl for just the second time in 37 years. They beat the Vikings, 38-7. https://t.co/tc4uujhR79",Mon Jan 22 02:43:53 +0000 2018,0.6486,0.218,0.782,0.0
451,52,nytimes,9 articles on where the markets have been — and some clues on where they may be heading https://t.co/vrpLoHEAvM,Mon Jan 22 02:38:46 +0000 2018,0.0,0.0,1.0,0.0
452,53,nytimes,How did the city of Philadelphia prepare for an Eagles championship playoff? A lot of Crisco. https://t.co/ynbiC263EH,Mon Jan 22 02:22:02 +0000 2018,0.4404,0.162,0.838,0.0
453,54,nytimes,"Watching a Ridge Slide in Slow Motion, a Town Braces for Disaster https://t.co/6FRECc9ITY",Mon Jan 22 02:19:59 +0000 2018,-0.6249,0.0,0.709,0.291
454,55,nytimes,"Inside Amazon's new convenience store, a shopper's account gets automatically charged for what they take out the do… https://t.co/pOYBh5Ic0x",Mon Jan 22 02:07:03 +0000 2018,-0.2023,0.0,0.904,0.096
455,56,nytimes,On Washington: Shutdown’s Crux: Democrats’ Deep-Rooted Distrust of G.O.P. on Immigration https://t.co/Y4ZW8sXy8a,Mon Jan 22 01:49:36 +0000 2018,-0.4215,0.0,0.797,0.203
456,57,nytimes,"RT @mirjordan: 1 son, 4 overdoses, 6 hours. For drug users and their loved ones, the worry never ends. Powerful piece about the state of ou…",Mon Jan 22 01:34:01 +0000 2018,-0.0854,0.134,0.687,0.18
457,58,nytimes,"Sundance, Steeped in Weinstein Mystique, Enters a New Era https://t.co/EL1Uvldack",Mon Jan 22 01:12:54 +0000 2018,0.0,0.0,1.0,0.0
458,59,nytimes,"""There is no right or wrong in grief; we need to accept whatever form it takes, both in ourselves and in others"" https://t.co/2egBbEyOz9",Mon Jan 22 01:10:25 +0000 2018,-0.7096,0.086,0.631,0.282
459,60,nytimes,"""When the skies are drab and life feels a little gray, I am absurdly cheered by the fresh brightness of a vibrantly… https://t.co/5MPTjxYmgT",Mon Jan 22 00:53:06 +0000 2018,0.802,0.325,0.675,0.0
460,61,nytimes,Welcome to the Neighborhood: America’s Sports Stadiums Are Moving Downtown https://t.co/cWMqYe8IVZ,Mon Jan 22 00:36:13 +0000 2018,0.4588,0.231,0.769,0.0
461,62,nytimes,"36 hours in Kauai, Hawaii https://t.co/H0H7QJ5Q3V",Mon Jan 22 00:35:56 +0000 2018,0.0,0.0,1.0,0.0
462,63,nytimes,"How a ""perfect storm"" in New Hampshire fueled the opioid crisis in the U.S. https://t.co/EIgcpRJWS8",Mon Jan 22 00:18:51 +0000 2018,-0.1027,0.187,0.606,0.207
463,64,nytimes,"Pope Lauds Peru’s Young, but Stays Silent on Church Sex Abuse https://t.co/DQaTDa8x60",Mon Jan 22 00:02:39 +0000 2018,-0.7783,0.0,0.655,0.345
464,65,nytimes,Who will face the Patriots in Super Bowl LII? The Vikings are off to a good start with a 7-0 lead in the NFC Champi… https://t.co/zvritIKYN0,Sun Jan 21 23:53:22 +0000 2018,0.3328,0.211,0.652,0.138
465,66,nytimes,"Our skeletons may help to keep our weight under control, according to a fascinating new study with animals https://t.co/KZdrYuLGs7",Sun Jan 21 23:36:27 +0000 2018,0.7351,0.279,0.721,0.0
466,67,nytimes,Peterborough Journal: This City Once Made Much of What Canada Bought. But No More. https://t.co/cPGutt1GY5,Sun Jan 21 23:19:18 +0000 2018,-0.296,0.0,0.864,0.136
467,68,nytimes,RT @NYTSports: That's the 8th Super Bowl appearance for Tom Brady in 18 seasons. He'll be going for his 6th title. https://t.co/HUADZHhC60,Sun Jan 21 23:13:09 +0000 2018,0.5994,0.157,0.843,0.0
468,69,nytimes,"RT @NYTSports: Tom Brady and the Patriots did it again, because of course they did. They're headed back to the Super Bowl after coming back…",Sun Jan 21 23:12:47 +0000 2018,0.5994,0.14,0.86,0.0
469,70,nytimes,Facebook's changes to the News Feed could fuel its long-held video ambitions https://t.co/ljwBThXqW9,Sun Jan 21 23:11:07 +0000 2018,0.0,0.0,1.0,0.0
470,71,nytimes,Op-Ed Contributor: Liberia’s Next Fight? Corruption https://t.co/ksMmmFKyih,Sun Jan 21 23:04:39 +0000 2018,-0.3818,0.0,0.698,0.302
471,72,nytimes,When Running Is More Than a Sport https://t.co/Bcosv4ijiR,Sun Jan 21 23:00:50 +0000 2018,0.0,0.0,1.0,0.0
472,73,nytimes,Angela Merkel inched a step closer to forming a new government on Sunday https://t.co/hDz3WJ9K3P,Sun Jan 21 22:58:04 +0000 2018,0.0,0.0,1.0,0.0
473,74,nytimes,"RT @NYTSports: Tom Brady doing Tom Brady things. The Patriots have taken the lead with under 3 minutes left, but the Jags still have life:…",Sun Jan 21 22:57:26 +0000 2018,0.0,0.0,1.0,0.0
474,75,nytimes,What the Real ID Act means for travelers and why having a passport now may be more important than ever https://t.co/5baZMj6Pvu,Sun Jan 21 22:43:03 +0000 2018,0.2716,0.099,0.901,0.0
475,76,nytimes,"RT @NYTSports: Couple of big blows for the Patriots as they try to rally: Gronkowski is ruled out of the game, then Dion Lewis loses a fumb…",Sun Jan 21 22:32:01 +0000 2018,-0.3182,0.0,0.916,0.084
476,77,nytimes,"36 hours in Kauai, Hawaii https://t.co/Geg0iyI05z",Sun Jan 21 22:28:05 +0000 2018,0.0,0.0,1.0,0.0
477,78,nytimes,"RT @nytpolitics: “This shutdown is going to get a lot worse tomorrow. A lot worse,” Mitch McConnell said on Sunday. “Today would be a good…",Sun Jan 21 22:14:00 +0000 2018,-0.4767,0.0,0.871,0.129
478,79,nytimes,This banana-coconut layer cake will help keep your sweet tooth in shape https://t.co/BLVGkKMTFl,Sun Jan 21 22:13:02 +0000 2018,0.6908,0.341,0.659,0.0
479,80,nytimes,How bad is this year's flu season? Is this particular strain particularly dangerous? Answers to your questions abou… https://t.co/5miUlVqTG2,Sun Jan 21 21:54:08 +0000 2018,-0.8765,0.0,0.576,0.424
480,81,nytimes,Photos from women's marches across the world https://t.co/5PGaqdjid3 [corrected link],Sun Jan 21 21:39:04 +0000 2018,0.0,0.0,1.0,0.0
481,82,nytimes,"Mike Pence met with King Abdullah II of Jordan, telling reporters afterward that they had ""agreed to disagree"" on t… https://t.co/v74DNr5xxq",Sun Jan 21 21:24:02 +0000 2018,-0.128,0.089,0.802,0.11
482,83,nytimes,The Statue of Liberty will reopen despite the government shutdown https://t.co/TUD4jk33P3,Sun Jan 21 21:09:02 +0000 2018,0.5267,0.254,0.746,0.0
483,84,nytimes,"RT @Max_Fisher: A lot of foreign policy folks are understandably scratching their heads over Pence’s oddly off-key MidEast trip

Here’s my…",Sun Jan 21 20:52:02 +0000 2018,0.0,0.0,1.0,0.0
484,85,nytimes,Tom Brady's injured hand looked fine on the Patriots' first drive of the AFC Championship game. New England leads J… https://t.co/b0wzqxA1AB,Sun Jan 21 20:37:04 +0000 2018,0.6369,0.286,0.616,0.098
485,86,nytimes,RT @kseelye: The Griffin family in NH opened up their lives to @heislerphoto and me to put a human face on living with addiction; thank you…,Sun Jan 21 20:22:05 +0000 2018,0.7531,0.219,0.781,0.0
486,87,nytimes,Our critics share their lists of Oscar-worthy films and performances https://t.co/3I4WIrE4Op,Sun Jan 21 20:07:04 +0000 2018,0.0,0.164,0.672,0.164
487,88,nytimes,"Movies dismissed by most of Hollywood are dominating the box office, including ""The Greatest Showman,"" and ""Jumanji"" https://t.co/w68HA3hnLB",Sun Jan 21 19:52:02 +0000 2018,0.4588,0.188,0.714,0.098
488,89,nytimes,"""Through mutual friends at West Point, we had each learned the other was gay, and though we were attracted to one a… https://t.co/viKbW10vQ7",Sun Jan 21 19:22:06 +0000 2018,0.7096,0.219,0.781,0.0
489,90,nytimes,"Opinion: Hillary lost, but the future is hers https://t.co/BxvIft3W5N",Sun Jan 21 19:07:04 +0000 2018,-0.1655,0.0,0.829,0.171
490,91,nytimes,The music came on. Stormy Daniels's clothes came off. And an airport strip club claimed its piece of the American p… https://t.co/vJy4nxnRi0,Sun Jan 21 18:52:07 +0000 2018,0.0,0.0,1.0,0.0
491,92,nytimes,"For most of Canada’s history, this city manufactured much of what Canada bought or used. But no more. https://t.co/VWy2yHpTMW",Sun Jan 21 18:37:04 +0000 2018,-0.296,0.0,0.891,0.109
492,93,nytimes,"His 24-year-old parrot cuddles with him under his bed covers, swings from his belt and hangs out in the shower https://t.co/r6bhJfEuSE",Sun Jan 21 18:22:05 +0000 2018,0.0,0.0,1.0,0.0
493,94,nytimes,Lawmakers struggled early Sunday to find a resolution to a 2-day-old government shutdown https://t.co/k4q20qDDWM,Sun Jan 21 18:07:03 +0000 2018,-0.34,0.0,0.821,0.179
494,95,nytimes,"The Taliban’s bloody, 14-hour siege on a major hotel in Kabul finally ended on Sunday https://t.co/97P9Nf92Ax",Sun Jan 21 17:52:06 +0000 2018,-0.4404,0.0,0.828,0.172
495,96,nytimes,"RT @nickwingfield: In the name of journalism, I tried to shoplift from Amazon Go, the company’s convenience store of the future. Here’s wha…",Sun Jan 21 17:37:00 +0000 2018,0.1779,0.075,0.925,0.0
496,97,nytimes,Opinion: They were bad. He may be worse. https://t.co/jN0UR4ygLT,Sun Jan 21 17:22:07 +0000 2018,-0.765,0.0,0.515,0.485
497,98,nytimes,"Virtual reality, long-promised, is finally gaining traction in New York video boutiques. But is there more to VR th… https://t.co/6NKGe3ZaIn",Sun Jan 21 17:07:02 +0000 2018,0.4215,0.128,0.872,0.0
498,99,nytimes,"RT @meddynyt: My colleague @kbennhold is in Bonn, here is our take on how today's vote went down and what it means for the Social Democrats…",Sun Jan 21 16:52:06 +0000 2018,0.0,0.0,1.0,0.0
499,100,nytimes,"1 son, 4 overdoses, 6 hours.
For drug users and their loved ones, the worry never ends. https://t.co/C4HKW38qbI",Sun Jan 21 16:37:06 +0000 2018,0.25,0.197,0.657,0.146
